song_id	title	work_title	subtitle	lyricist_raw	lyricist_norm	composer_raw	composer_norm	artist	song_type	brand_id	parent_song_id	is_version	interface_key	jasrac_code	jasrac_title	match_status	note
765as_私だって女の子	私だって女の子	私だって女の子		佐々木宏人	佐々木宏人	BNSI(平井克明)	平井克明	秋月律子	solo	765as			imasdb-39fb82dac9bb			unmatched	
765as_私はアイドル	私はアイドル♡	私はアイドル♡		中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	水瀬伊織、高槻やよい、双海亜美/真美	unit	765as			imasdb-a800a4edaf5d			unmatched	
765as_私はアイドル_2	私はアイドル♥	私はアイドル♥		中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	星井美希、天海春香、如月千早	unit	765as			imasdb-45d29dac08bd			unmatched	
765as_私はアイドルremster-a	私はアイドル(REM@STER-A)	私はアイドル(REM@STER-A)		中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	高槻やよい	solo	765as			imasdb-3493a2be0d55			unmatched	
765as_私はアイドルremster-b	私はアイドル♡(REM@STER-B)	私はアイドル♡	REM@STER-B	中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	如月千早、音無小鳥、萩原雪歩	unit	765as	765as_私はアイドル	1	imasdb-bcd5e5f06916			unmatched	
765as_私はアイドルワルキューレの伝説ファミソン8bit_mix	私はアイドル♡(『ワルキューレの伝説』ファミソン8BIT MIX)	私はアイドル♡	『ワルキューレの伝説』ファミソン8BIT MIX	中村恵	中村恵	BNSI(佐々木宏人)	佐々木宏人	天海春香、星井美希	unit	765as	765as_私はアイドル	1	imasdb-1c96f2b10efd			unmatched	
765as_空	空	空		yura	yura	神前暁	神前暁	音無小鳥	unit	765as			imasdb-a37623681aa7			unmatched	
765as_笑って	笑って!	笑って!		伊那村さちこ	伊那村さちこ	DY-T	DY-T	天海春香	solo	765as			imasdb-697551669501			unmatched	
765as_約束	約束	約束		森由里子	森由里子	NBGI(中川浩二・小林啓樹)	NBGI(中川浩二・小林啓樹)	如月千早、天海春香、星井美希、高槻やよい、萩原雪歩、菊地真、双海亜美/真美、水瀬伊織、三浦あずさ、四条貴音、我那覇響	all	765as			imasdb-a87103b0fd57			unmatched	
765as_約束_-hidekazu_tanaka_remix-	約束 -Hidekazu Tanaka Remix-	約束	Hidekazu Tanaka Remix	森由里子	森由里子	BNEI(中川浩二・小林啓樹)	中川浩二;小林啓樹	765PRO ALLSTARS	all	765as	765as_約束	1	imasdb-9176033c6762			unmatched	
765as_紅白応援v_ビクトリー	紅白応援V (ビクトリー)	紅白応援V (ビクトリー)		BNSI(佐藤貴文)	佐藤貴文	BNSI(佐藤貴文)	佐藤貴文	765PRO ALLSTARS ...and you!(天海春香、星井美希、如月千早、高槻やよい、萩原雪歩、菊地真、双海亜美/真美、水瀬伊織、三浦あずさ、四条貴音、我那覇響、秋月律子)	all	765as			imasdb-a26c26b1b2b9			unmatched	
765as_細氷	細氷	細氷		貝田由里子	貝田由里子	BNSI(椎名豪)	椎名豪	如月千早	solo	765as			imasdb-11c923a62d69			unmatched	
765as_絶険あるいは逃げられぬ恋	絶険、あるいは逃げられぬ恋	絶険、あるいは逃げられぬ恋		BNSI(Linda & Sgt.)	Linda;Sgt.	BNSI(LindaAI-CUE)	LindaAI-CUE	菊地真	solo	765as			imasdb-64d7339107d7			unmatched	
765as_翼	翼	翼		yura	yura	神前暁(MONACA)	神前暁(MONACA)	音無小鳥	unit	765as			imasdb-abf3c63b70c7			unmatched	
765as_聖炎の女神	聖炎の女神	聖炎の女神		奥井雅美	奥井雅美	IMAJO(PSYCHIC LOVER)	IMAJO(PSYCHIC LOVER)	四条貴音、秋月律子	unit	765as			imasdb-e4fb2fbe7086			unmatched	
765as_自分restrt	自分REST@RT	自分REST@RT		佐々木宏人	佐々木宏人	田中秀和	田中秀和	天海春香、星井美希、如月千早、高槻やよい、萩原雪歩、菊地真、双海真美、四条貴音、我那覇響	unit	765as			imasdb-4679cee030f3			unmatched	
765as_自転車	自転車	自転車		白瀬彩	白瀬彩	伊藤心太郎	伊藤心太郎	菊地真	solo	765as			imasdb-a564be0e27f7			unmatched	
765as_自転車_-house_rearrange_mix-	自転車 -HOUSE Rearrange Mix-	自転車	HOUSE Rearrange Mix	白瀬彩	白瀬彩	伊藤心太郎	伊藤心太郎	菊地真	solo	765as	765as_自転車	1	imasdb-8f1e9a1a2da2			unmatched	
765as_花	花	花		yura	yura	藤末樹	藤末樹	音無小鳥	solo	765as			imasdb-37aba6c7c817			unmatched	
765as_芽吹の季	芽吹の季	芽吹の季		山本真央樹	山本真央樹	山本真央樹	山本真央樹	萩原雪歩	solo	765as			imasdb-0d3da6934148			unmatched	
765as_蒼い鳥	蒼い鳥	蒼い鳥		森由里子	森由里子	BNSI(椎名豪)	椎名豪	如月千早	solo	765as			imasdb-656b26ea229f			unmatched	
765as_蒼い鳥_-taku_inoue_remix-	蒼い鳥 -Taku Inoue Remix-	蒼い鳥	Taku Inoue Remix	森由里子	森由里子	BNGI(椎名豪)	BNGI(椎名豪)	765PRO ALLSTARS	solo	765as	765as_蒼い鳥	1	imasdb-85b7ee7bf25e			unmatched	
765as_蒼い鳥mster_version_tv_arrange	蒼い鳥(M@STER VERSION) ~TV ARRANGE~	蒼い鳥	M@STER VERSION TV ARRANGE	森由里子	森由里子	NBGI(椎名豪)	NBGI(椎名豪)	如月千早	solo	765as		1	imasdb-f0e20e5b5850			unmatched	
765as_蒼い鳥remster-a	蒼い鳥(REM@STER-A)	蒼い鳥	REM@STER-A	森由里子	森由里子	BNSI(椎名豪)	椎名豪	天海春香	solo	765as	765as_蒼い鳥	1	imasdb-57642d5941c7			unmatched	
765as_蒼い鳥remster-b	蒼い鳥(REM@STER-B)	蒼い鳥	REM@STER-B	森由里子	森由里子	BNSI(椎名豪)	椎名豪	萩原雪歩	solo	765as	765as_蒼い鳥	1	imasdb-2186751ac0e7			unmatched	
765as_蒼い鳥ドラゴンスピリットファミソン8bit_mix	蒼い鳥(『ドラゴンスピリット』ファミソン8BIT MIX)	蒼い鳥	『ドラゴンスピリット』ファミソン8BIT MIX	森由里子	森由里子	BNSI(椎名豪)	椎名豪	如月千早	solo	765as	765as_蒼い鳥	1	imasdb-e4197379b5ca			unmatched	
765as_虹のデスティネーション	虹のデスティネーション	虹のデスティネーション		矢野博康	矢野博康	矢野博康	矢野博康	星井美希、萩原雪歩、水瀬伊織、三浦あずさ	unit	765as			imasdb-9449ebb8a149			unmatched	
765as_虹色ミラクル	虹色ミラクル	虹色ミラクル		森由里子	森由里子	BNSI(中川浩二)	中川浩二	765PRO ALLSTARS	all	765as			imasdb-d5b68611e4d5			unmatched	
765as_虹色ミラクル_-jazz_fusion_rearrange_mix-	虹色ミラクル -JAZZ FUSION Rearrange Mix-	虹色ミラクル	JAZZ FUSION Rearrange Mix	森由里子	森由里子	NBSI(中川浩二)	NBSI(中川浩二)	萩原雪歩、菊地真、高槻やよい、双海亜美、四条貴音	unit	765as	765as_虹色ミラクル	1	imasdb-e568ceb69f9f			unmatched	
765as_見つめて	見つめて	見つめて		貝田由里子	貝田由里子	BNSI(Yoshi)	Yoshi	萩原雪歩、四条貴音	unit	765as			imasdb-b0b20d9742b6			unmatched	
765as_赤い花咲いた	赤い花咲いた	赤い花咲いた		柚木美祐	柚木美祐	小林俊太郎	小林俊太郎	たかはし智秋	solo	765as			imasdb-e0a4bda91d6e			unmatched	
765as_輝夜	輝夜	輝夜		森由里子	森由里子	園田健太郎	園田健太郎	如月千早	solo	765as			imasdb-d37d88ddac7a			unmatched	
765as_迷走mind	迷走Mind	迷走Mind		BNSI(mft)	mft	BNSI(中川浩二)	中川浩二	菊地真	solo	765as			imasdb-03df4454a936			unmatched	
765as_隣に	隣に...	隣に...		貝田由里子	貝田由里子	BNSI(椎名豪)	椎名豪	三浦あずさ	solo	765as			imasdb-83a0ad3863ae			unmatched	
765as_隣に_-jazz_rearrange_mix-	隣に・・・ -JAZZ Rearrange Mix-	隣に・・・ -JAZZ Rearrange Mix-		貝田由里子	貝田由里子	NBGI(椎名豪)	NBGI(椎名豪)	三浦あずさ	solo	765as			imasdb-5fe22c0d6bed			unmatched	
765as_静かな夜に願いを	静かな夜に願いを...	静かな夜に願いを...		BNSI(柿埜嘉奈子)	柿埜嘉奈子	BNSI(kyo)	kyo	如月千早	unit	765as			imasdb-e89ce0838f47			unmatched	
765as_風花	風花	風花		橋本由香利	橋本由香利	橋本由香利	橋本由香利	四条貴音	solo	765as			imasdb-ed10df18ba6a			unmatched	
765as_飛べない鳥は夜に鳴く	飛べない鳥は夜に鳴く	飛べない鳥は夜に鳴く		小金井つくも	小金井つくも	BNSI(佐藤貴文)	佐藤貴文	音無小鳥 featuring 高木順二朗 and you、大塚芳忠)	solo	765as			imasdb-7f05db7bd260			unmatched	
765as_飛べスカイキッド	飛べ!スカイキッド	飛べ!スカイキッド		中村恵	中村恵	NBGI(小沢純子)	NBGI(小沢純子)	音無小鳥	solo	765as			imasdb-aec1d8708b12			unmatched	
765as_高速道路	高速道路	高速道路		あさくらあずみ	あさくらあずみ	あさくらあずみ	あさくらあずみ	浅倉杏美、原由実)	solo	765as			imasdb-cbe6e5b4c469			unmatched	
765as_魔法をかけて	魔法をかけて!	魔法をかけて!		BNSI(神前暁)	神前暁	BNSI(神前暁)	神前暁	秋月律子	solo	765as			imasdb-30c65bcf976f			unmatched	
765as_魔法をかけて_-ryo_watanabe_remix-	魔法をかけて! -Ryo Watanabe Remix-	魔法をかけて!	Ryo Watanabe Remix	BNGI(神前暁)	BNGI(神前暁)	BNGI(神前暁)	BNGI(神前暁)	765PRO ALLSTARS	solo	765as	765as_魔法をかけて	1	imasdb-a96b5809a108			unmatched	
765as_魔法をかけてremster-a	魔法をかけて!(REM@STER-A)	魔法をかけて!	REM@STER-A	BNSI(神前暁)	神前暁	BNSI(神前暁)	神前暁	高槻やよい	solo	765as	765as_魔法をかけて	1	imasdb-e7693e03abdc			unmatched	
765as_魔法をかけてremster-b	魔法をかけて!(REM@STER-B)	魔法をかけて!	REM@STER-B	BNSI(神前暁)	神前暁	BNSI(神前暁)	神前暁	如月千早	solo	765as	765as_魔法をかけて	1	imasdb-2fa669410649			unmatched	
765as_魔法をかけて妖怪道中記ファミソン8bit_mix	魔法をかけて!(『妖怪道中記』ファミソン8BIT MIX)	魔法をかけて!	『妖怪道中記』ファミソン8BIT MIX	BNSI(神前暁)	神前暁	BNSI(神前暁)	神前暁	三浦あずさ、秋月律子	unit	765as	765as_魔法をかけて	1	imasdb-ffba2cec982d			unmatched	
765as_黎明スターライン	黎明スターライン	黎明スターライン		BNSI(LindaAI-CUE)	LindaAI-CUE	BNSI(増渕裕二)	増渕裕二	双海亜美/真美	solo	765as			imasdb-20d846c34fc7			unmatched	
876_alive	ALIVE	ALIVE		BNSI(mft)	mft	BNSI(椎名豪)	椎名豪	日高愛	solo	876			imasdb-78c79103586e			unmatched	
876_berry_berry_lady	Berry Berry Lady	Berry Berry Lady		やぎぬまかな	やぎぬまかな	Nor	Nor	灯里愛夏	solo	876			imasdb-e47aa417526f			unmatched	
876_beyond_my_destiny	Beyond My Destiny	Beyond My Destiny		桑原佑介	桑原佑介	桑原佑介	桑原佑介	#ヴイアラ(灯里愛夏、上水流宇宙、レトラ)	unit	876			imasdb-9d238cb2bd71			unmatched	
876_breaker	Breaker	Breaker		梔	梔	梔	梔	レトラ	solo	876			imasdb-a5e4bead4a1f			unmatched	
876_cq	CQ	CQ		烏屋茶房	烏屋茶房	烏屋茶房	烏屋茶房	#ヴイアラ(灯里愛夏、上水流宇宙、レトラ)	unit	876			imasdb-9f0d70d34c9f			unmatched	
876_dazzling_world	Dazzling World	Dazzling World		BNSI(渡辺量).	BNSI(渡辺量).	BNSI(渡辺量).	BNSI(渡辺量).	秋月涼	solo	876			imasdb-6a893ac12e27			unmatched	
876_dye_bad_day	DYE BAD DAY	DYE BAD DAY		松藤量平(sixth floor)	松藤量平(sixth floor)	和賀裕希(sixth floor)	和賀裕希(sixth floor)	#ヴイアラ(灯里愛夏、上水流宇宙、レトラ)	unit	876			imasdb-7f12c3888bf4			unmatched	
876_field_on_me	FIELD ON ME	FIELD ON ME		nyamura	nyamura	safmusic、nyamura	safmusic;nyamura	#ヴイアラ(灯里愛夏、上水流宇宙、レトラ)	unit	876			imasdb-a14630642704			unmatched	
876_glass	Glass	Glass		雅樂川れとら	雅樂川れとら	早川博隆、五十嵐凪月	早川博隆;五十嵐凪月	レトラ	solo	876			imasdb-78d25011ac2f			unmatched	
876_hello	“HELLO!!”	“HELLO!!”		yura	yura	神前暁	神前暁	日高愛、水谷絵理、秋月涼	unit	876			imasdb-7b80e9192d9b			unmatched	
876_no8	No.8	No.8		R Sound Design	R Sound Design	R Sound Design	R Sound Design	上水流宇宙	solo	876			imasdb-b6e6529ebcf8			unmatched	
876_nova_chro	Nova Chro	Nova Chro		AJURIKA	AJURIKA	AJURIKA	AJURIKA	上水流宇宙	solo	876			imasdb-5ee4c25f0867			unmatched	
876_scarlet_rose	Scarlet Rose	Scarlet Rose		Aira(Dream Monster)	Aira(Dream Monster)	Aira(Dream Monster)	Aira(Dream Monster)	上水流宇宙	solo	876			imasdb-ebfda52b7849			unmatched	
876_shooting_star	SHOOTING STAR	SHOOTING STAR		Shogo(Rebrast)	Shogo(Rebrast)	Shogo、Tsubasa(Rebrast)	Shogo;Tsubasa(Rebrast)	#ヴイアラ(灯里愛夏、上水流宇宙、レトラ)	unit	876			imasdb-0162c08e0d55			unmatched	
876_tri-angle_drive	TRI-ANGLE DRIVE	TRI-ANGLE DRIVE		乃々花りあら	乃々花りあら	Hmt2	Hmt2	vα-liv(灯里愛夏、上水流宇宙、レトラ)	unit	876			imasdb-353d3ca90fba			unmatched	
876_zerogravity	ZeroGravity	ZeroGravity		咲乃木ロク	咲乃木ロク	ミディ	ミディ	上水流宇宙	solo	876			imasdb-0d1364cc2ca2			unmatched	
876_あっちこっちプリンセス	あっちこっちプリンセス	あっちこっちプリンセス		やしきん	やしきん	やしきん	やしきん	灯里愛夏	solo	876			imasdb-ce16970394a2			unmatched	
876_きみの一等星	きみの一等星	きみの一等星		nyamura	nyamura	nyamura、KAIRUI	nyamura;KAIRUI	レトラ	solo	876			imasdb-e81293b955ef			unmatched	
876_ともすれば中略アイドル	ともすれば、(中略)アイドル	ともすれば、(中略)アイドル		七条レタス	七条レタス	D.watt	D.watt	灯里愛夏	solo	876			imasdb-2306f349cb8f			unmatched	
876_はなまる	はなまる	はなまる		yura	yura	cota	cota	日高愛	solo	876			imasdb-d33846385641			unmatched	
876_はらぺこ泣き虫	はらぺこ泣き虫	はらぺこ泣き虫		佐藤貴文	佐藤貴文	佐藤貴文、Kijibato	佐藤貴文;Kijibato	灯里愛夏	solo	876			imasdb-eaba818f9d69			unmatched	
876_まだ見ぬ明日	まだ見ぬ明日	まだ見ぬ明日		玉屋2060%(Wienners)	玉屋2060%(Wienners)	玉屋2060%(Wienners)	玉屋2060%(Wienners)	#ヴイアラ(灯里愛夏、上水流宇宙、レトラ)	unit	876			imasdb-86621da887f0			unmatched	
876_アエルシグナル	アエルシグナル	アエルシグナル		笹川真生	笹川真生	笹川真生	笹川真生	レトラ	solo	876			imasdb-765b05c59191			unmatched	
876_エキセントリックラブ	エキセントリック・ラブ	エキセントリック・ラブ		陽茉莉-himari-	陽茉莉-himari-	古峰拓真	古峰拓真	灯里愛夏	solo	876			imasdb-053cdd0e921d			unmatched	
876_クライヤ	クライヤ	クライヤ		PSYQUI	PSYQUI	PSYQUI	PSYQUI	上水流宇宙	solo	876			imasdb-c2cba03dbec5			unmatched	
876_クリスタライン	クリスタライン	クリスタライン		只野菜摘	只野菜摘	石濱翔(MONACA)	石濱翔(MONACA)	vα-liv(灯里愛夏、上水流宇宙、レトラ)	unit	876			imasdb-91bb941ab89b			unmatched	
876_クロスワード	クロスワード	クロスワード		瀬良羽美	瀬良羽美	Funta7	Funta7	水谷絵理	solo	876			imasdb-f8955c60221f			unmatched	
876_ソライロ	ソライロ!	ソライロ!		ミズノゲンキ	ミズノゲンキ	馬渕直純	馬渕直純	876PRO ALLSTARS(日高愛、水谷絵理、秋月涼、灯里愛夏、上水流宇宙、レトラ)	all	876			imasdb-6a9954f0521f			unmatched	
876_ソライロ_vα-liv_ver	ソライロ! (vα-liv ver)	ソライロ!	vα-liv ver	ミズノゲンキ	ミズノゲンキ	馬渕直純	馬渕直純	レトラ、上水流宇宙、日高愛、水谷絵理、灯里愛夏、秋月涼	all	876	876_ソライロ	1	imasdb-27ca7b28e22f			unmatched	
876_ハッピース	ハッピース	ハッピース		yura	yura	cota	cota	日高愛、水谷絵理、秋月涼	unit	876			imasdb-0f71e68999d8			unmatched	
876_ヒミツの珊瑚礁	ヒミツの珊瑚礁	ヒミツの珊瑚礁		遠藤フビト	遠藤フビト	松井俊介	松井俊介	秋月涼	solo	876			imasdb-c43369ae3281			unmatched	
876_プリコグ	プリコグ	プリコグ		遠藤フビト	遠藤フビト	BNSI(内田哲也)	内田哲也	水谷絵理	solo	876			imasdb-adffd330de0e			unmatched	
876_リローディング	リローディング	リローディング		BNSI(大澤めい)	大澤めい	BNSI(大澤めい)	大澤めい	灯里愛夏、上水流宇宙、レトラ	unit	876			imasdb-c6a3b64b244c			unmatched	
876_ヴヴヴ	ヴヴヴ	ヴヴヴ		Medansy (TRIFRONTIER)	Medansy (TRIFRONTIER)	Medansy (TRIFRONTIER)	Medansy (TRIFRONTIER)	灯里愛夏、上水流宇宙、レトラ	unit	876			imasdb-4ab43e5799e5			unmatched	
876_公転周期	公転周期	公転周期		STEAKA	STEAKA	STEAKA	STEAKA	上水流宇宙	solo	876			imasdb-058dc9e8fd14			unmatched	
876_思い出の花束二度目の恋	思い出の花束、二度目の恋。	思い出の花束、二度目の恋。		早川博隆、奈須野新平	早川博隆;奈須野新平	早川博隆、奈須野新平	早川博隆;奈須野新平	レトラ	solo	876			imasdb-e96a932843c3			unmatched	
876_群青イニシエーション	群青イニシエーション	群青イニシエーション		OHTORA	OHTORA	New K、OHTORA	New K;OHTORA	レトラ	solo	876			imasdb-833bfc9d5a71			unmatched	
876_虹の王国の物語エトワールを目指して	虹の王国の物語〜エトワールを目指して〜	虹の王国の物語〜エトワールを目指して〜		椿山日南子	椿山日南子	椿山日南子	椿山日南子	灯里愛夏	solo	876			imasdb-9314633065d7			unmatched	
961_1st_call	1st Call	1st Call		只野菜摘	只野菜摘	石濱翔(MONACA)	石濱翔(MONACA)	ディアマント(玲音、詩花、亜夜)	unit	961			imasdb-403660622f25			unmatched	
961_alice_or_guilty	Alice or Guilty	Alice or Guilty		上江洲誠	上江洲誠	BNSI(濱本理央)	濱本理央	Jupiter(天ヶ瀬冬馬、御手洗翔太、伊集院北斗)	unit	961			imasdb-d2be0dfe57db			unmatched	
961_bangbang	BANG×BANG	BANG×BANG		yura	yura	吉田勝弥	吉田勝弥	天ヶ瀬冬馬	solo	961			imasdb-27e477dbaf2f			unmatched	
961_blooming_star	Blooming Star	Blooming Star		霜月はるか	霜月はるか	BNSI (椎名豪)	椎名豪	詩花	solo	961			imasdb-99c896d5d68a			unmatched	
961_flame	FlaME	FlaME		烏屋茶房	烏屋茶房	橘亮祐	橘亮祐	星井美希、我那覇響、四条貴音	unit	961			imasdb-e35cf62e604c			unmatched	
961_kiss	KisS	KisS		yura Dark	yura Dark	橋本由香利	橋本由香利	星井美希、我那覇響、四条貴音	unit	961			imasdb-679330fa8e2f			unmatched	
961_on_sunday	On Sunday	On Sunday		藤林聖子	藤林聖子	間瀬公司	間瀬公司	御手洗翔太	solo	961			imasdb-0873998d3282			unmatched	
961_realize	REALIZE!!!	REALIZE!!!		只野菜摘	只野菜摘	R・O・N	R;O;N	星井美希、我那覇響、四条貴音	unit	961			imasdb-630ae7d68753			unmatched	
961_shine_my_way	Shine My Way	Shine My Way		霜月はるか	霜月はるか	白澤亮 (ノイジークローク)	白澤亮 (ノイジークローク)	ZWEIGLANZ(玲音、詩花)	unit	961			imasdb-51af161bbb91			unmatched	
961_アクセルレーション	アクセルレーション	アクセルレーション		Selena Higa	Selena Higa	BNEI(Toaki Usami)	Toaki Usami	玲音	solo	961			imasdb-a4cf45e63fd9			unmatched	
961_アライアンススターダスト	アライアンス・スターダスト	アライアンス・スターダスト		Selena Higa・alico	Selena Higa;alico	BNSI(Toaki Usami)	Toaki Usami	ZWEIGLANZ(玲音、詩花)	unit	961			imasdb-3ec06e1f4e4d			unmatched	
961_アルティメットアイズ	アルティメットアイズ	アルティメットアイズ		Selena Higa	Selena Higa	BNEI(Toaki Usami)	Toaki Usami	玲音	solo	961			imasdb-701c91c8f874			unmatched	
961_インセインゲーム	インセインゲーム	インセインゲーム		mft	mft	BNSI(中川浩二)	中川浩二	星井美希、我那覇響、四条貴音	unit	961			imasdb-110a8703a540			unmatched	
961_エクストリームオーバードライブ	エクストリーム・オーバードライブ	エクストリーム・オーバードライブ		篠崎あやと	篠崎あやと	篠崎あやと	篠崎あやと	玲音	solo	961			imasdb-cefa072a9ff5			unmatched	
961_恋をはじめよう	恋をはじめよう	恋をはじめよう		白瀬彩	白瀬彩	BNSI(Jesahm)	Jesahm	Jupiter	unit	961			imasdb-4e111efaf22d			unmatched	
961_結晶crystal_dust	結晶〜Crystal Dust〜	結晶〜Crystal Dust〜		白瀬彩	白瀬彩	神津裕之	神津裕之	伊集院北斗	solo	961			imasdb-5a605cce23bf			unmatched	
961_黒い犬	黒い犬	黒い犬		中村恵	中村恵	佐々木宏人	佐々木宏人	四条貴音、我那覇響、星井美希	unit	961			imasdb-c7174d9de988			unmatched	
765as_でれぱdeないと	でれぱDEないと	でれぱDEないと		原紗友里・青木瑠璃子	原紗友里;青木瑠璃子	吟 [BUSTED ROSE]	吟 [BUSTED ROSE]	原紗友里&青木瑠璃子 from CINDERELLA PARTY!	unit	cg			imasdb-21ad0cb3a220			unmatched	
765as_でれぱれど	でれぱれ~ど	でれぱれ~ど		原紗友里・青木瑠璃子	原紗友里;青木瑠璃子	田村信二	田村信二	原紗友里&青木瑠璃子 from CINDERELLA PARTY!	unit	cg			imasdb-d8d0da040e35			unmatched	
765as_でれぱ音頭	でれぱ音頭	でれぱ音頭		原紗友里&青木瑠璃子 from CINDERELLA PARTY!	原紗友里;青木瑠璃子 from CINDERELLA PARTY!	三浦誠司	三浦誠司	原紗友里&青木瑠璃子 from CINDERELLA PARTY!	unit	cg			imasdb-a86c52014cb6			unmatched	
765as_デレパノココロ	デレパノココロ	デレパノココロ		原紗友里・青木瑠璃子	原紗友里;青木瑠璃子	AJURIKA	AJURIKA	原紗友里&青木瑠璃子 from CINDERELLA PARTY!	unit	cg			imasdb-034d2992373a			unmatched	
cg_-legne-_仇なす剣_光の旋律	-LEGNE- 仇なす剣 光の旋律	-LEGNE- 仇なす剣 光の旋律		BNSI(東ノ獄彩)	東ノ獄彩	隠田遼平	隠田遼平	Rosenburg Engel(神崎蘭子)	solo	cg			imasdb-d7cfeff83267			unmatched	
cg_14平米にスーベニア	14平米にスーベニア	14平米にスーベニア		八城雄太	八城雄太	emon(Tes.)	emon(Tes.)	久川凪	solo	cg			imasdb-1444004f64b4			unmatched	
cg_14平米にスーベニア_-広川恵一_remix-	14平米にスーベニア -広川恵一 Remix-	14平米にスーベニア	広川恵一 Remix	八城雄太	八城雄太	emon(Tes.)	emon(Tes.)	久川凪	solo	cg	cg_14平米にスーベニア	1	imasdb-6bc075cf7d84			unmatched	
cg_2nd_side	2nd SIDE	2nd SIDE		ESTi	ESTi	ESTi	ESTi	神谷奈緒	solo	cg			imasdb-c0ffab67c9c0			unmatched	
cg_2nd_side_-雨あがり_remix-	2nd SIDE -雨あがり Remix-	2nd SIDE	雨あがり Remix	ESTi	ESTi	ESTi	ESTi	CINDERELLA PROJECT	solo	cg	cg_2nd_side	1	imasdb-ff35811e1f3e			unmatched	
cg_absolute_nine	Absolute NIne	Absolute NIne		hisakuni	hisakuni	hisakuni	hisakuni	THE IDOLM@STER CINDERELLA GIRLS!!(塩見周子、高垣楓、渋谷凛、前川みく、一ノ瀬志希、島村卯月、相葉夕美、城ヶ崎美嘉、向井拓海)	unit	cg			imasdb-1747779c1078			unmatched	
cg_ace	ACE	ACE		ミズノゲンキ	ミズノゲンキ	睦月周平	睦月周平	結城晴	solo	cg			imasdb-73fed934da25			unmatched	
cg_always	always	always		Maiko Fujita	Maiko Fujita	Maiko Fujita	Maiko Fujita	高垣楓、本田未央、藤原肇、荒木比奈、喜多見柚	unit	cg			imasdb-932ea43fbd45			unmatched	
cg_anemonestar	AnemoneStar	AnemoneStar		yasushi	yasushi	yasushi	yasushi	渋谷凛	solo	cg			imasdb-a98248c7359a			unmatched	
cg_angel_breeze	Angel Breeze	Angel Breeze		高瀬愛虹	高瀬愛虹	百引一	百引一	川島瑞樹	solo	cg			imasdb-e56af243ff1a			unmatched	
cg_arrowhead	Arrowhead	Arrowhead		ミズノゲンキ	ミズノゲンキ	睦月周平	睦月周平	多田李衣菜	solo	cg			imasdb-bb9dd2069ba8			unmatched	
cg_athanasia	Athanasia	Athanasia		DJ'TEKINA//SOMETHING a.k.a ゆよゆっぺ	DJ'TEKINA//SOMETHING a.k.a ゆよゆっぺ	DJ'TEKINA//SOMETHING a.k.a ゆよゆっぺ	DJ'TEKINA//SOMETHING a.k.a ゆよゆっぺ	ナターリア、小早川紗枝、白坂小梅	unit	cg			imasdb-91a073d6af33			unmatched	
cg_beat_of_the_night	Beat of the Night	Beat of the Night		麻枝准	麻枝准	麻枝准	麻枝准	黒埼ちとせ	solo	cg			imasdb-9d58850511f7			unmatched	
cg_beyond_the_starlight	BEYOND THE STARLIGHT	BEYOND THE STARLIGHT		八城雄太	八城雄太	石濱翔(MONACA)	石濱翔(MONACA)	城ヶ崎莉嘉、緒方智絵里、北条加蓮、川島瑞樹、大槻唯	unit	cg			imasdb-f289dea29e36			unmatched	
cg_blessing	Blessing	Blessing		貝田由里子	貝田由里子	田中秀和(MONACA)	田中秀和(MONACA)	高垣楓	solo	cg			imasdb-13c5de5bb5b3			unmatched	
cg_bloody_festa	Bloody Festa	Bloody Festa		ミズノゲンキ	ミズノゲンキ	夏海	夏海	白坂小梅	solo	cg			imasdb-6e5f332b58bf			unmatched	
cg_blooming_days	Blooming Days	Blooming Days		eNu	eNu	川田瑠夏	川田瑠夏	安部菜々、五十嵐響子、緒方智絵里、道明寺歌鈴、早坂美玲	unit	cg			imasdb-baafcaa644e4			unmatched	
cg_brand_new	Brand new!	Brand new!		烏屋茶房	烏屋茶房	烏屋茶房、篠崎あやと、橘亮佑	烏屋茶房;篠崎あやと;橘亮佑	辻野あかり、砂塚あきら、桐生つかさ	unit	cg			imasdb-aefd3613b111			unmatched	
cg_bright_blue	Bright Blue	Bright Blue		marhy	marhy	BNSI(kyo)	kyo	鷺沢文香	solo	cg			imasdb-06be5d994faf			unmatched	
cg_bullet_ride	Bullet Ride	Bullet Ride		ミズノゲンキ	ミズノゲンキ	設楽哲也	設楽哲也	木村夏樹	solo	cg			imasdb-6d84e29928e8			unmatched	
cg_cant_stop	Can't Stop!!	Can't Stop!!		磯谷佳江	磯谷佳江	小野貴光	小野貴光	片桐早苗	solo	cg			imasdb-a91e6ca49d11			unmatched	
cg_cherrymerrycherry	cherry*merry*cherry	cherry*merry*cherry		坂井竜二	坂井竜二	山崎真吾	山崎真吾	緒方智絵里	solo	cg			imasdb-e7f999795f6d			unmatched	
cg_claw_my_heart	Claw My Heart	Claw My Heart		ミズノゲンキ	ミズノゲンキ	石濱翔(MONACA)	石濱翔(MONACA)	早坂美玲	solo	cg			imasdb-5cbf517a451d			unmatched	
