song_id	title	artist	setlist_count
ml_thank_youy0c1e_remix	Thank You!（y0c1e Remix）	765 MILLIONSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中琴葉、天	0
ml_thank_youチバニャン_remix	Thank You!（チバニャン Remix）	765 MILLIONSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中琴葉、天	0
ml_union北上麗花ver	UNION!! (北上麗花 Ver.)	北上麗花	0
ml_union天海春香ver	UNION!! (天海春香 Ver.)	天海春香	0
ml_union如月千早ver	UNION!! (如月千早 Ver.)	如月千早	0
ml_union望月杏奈ver	UNION!! (望月杏奈 Ver.)	望月杏奈	0
ml_union桜守歌織ver	UNION!! (桜守歌織 Ver.)	桜守歌織	0
ml_union白石紬ver	UNION!! (白石 紬 Ver.)	白石紬	0
ml_union真壁瑞希ver	UNION!! (真壁瑞希 Ver.)	真壁瑞希	0
ml_union馬場このみver	UNION!! (馬場このみ Ver.)	馬場このみ	0
ml_union高山紗代子ver	UNION!! (高山紗代子 Ver.)	高山紗代子	0
ml_unmei_ライブ_-mr_remix-	U・N・M・E・I ライブ -MR remix-	春日未来、最上静香、箱崎星梨花	0
ml_up10sionpleeeeeeeeeasegetty_remix	Up!10sion♪Pleeeeeeeeease!（Getty Remix)	松田亜利沙	0
ml_vacation_vs_summer_ナツとヤスミのアンビバレント	Vacation VS Summer 〜ナツとヤスミのアンビバレント！〜	徳川まつり、大神環、白石紬、福田のり子、三浦あずさ	0
ml_vivid_color_yukiyanagi_remix	vivid color (yukiyanagi Remix)	高山紗代子	0
ml_vivid_イマジネーション_teddyloid_remix	VIVID イマジネーション (TeddyLoid Remix)	望月杏奈	0
ml_welcome_-mr_remix-	Welcome!! -MR remix-	春日未来、最上静香、箱崎星梨花	0
ml_welcome_giga_remix	Welcome!! (Giga Remix)	765 MILLION ALLSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中	0
ml_welcome_snails_house_remix	Welcome!! (Snail's House Remix)	765 MILLION ALLSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中	0
ml_welcome_teddyloid_tofubeats_remix	Welcome!! (TeddyLoid & tofubeats Remix)	765 MILLION ALLSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中	0
ml_welcome_チバニャン_remix	Welcome!! (チバニャン Remix)	765 MILLION ALLSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中	0
ml_welcomey0c1e_remix	Welcome!!（y0c1e Remix）	765 MILLION ALLSTARS 天海春香、春日未来、如月千早、木下ひなた、四条貴音、ジュリア、高山紗代子、田中	0
