song_id	title	artist	setlist_count
sidem_braver_beat	Braver Beat	大河タケル、古論クリス、秋山隼人、橘志狼、舞田類、兜大吾	1
sidem_brightest_awaking	BRIGHTEST AWAKING	Jupiter（天ヶ瀬冬馬、御手洗翔太、伊集院北斗）	1
sidem_chocolate_special	Chocolate Special	Café Parade（神谷幸広、東雲荘一郎、アスラン＝ベルゼビュートⅡ世、卯月巻緒、水嶋咲）	1
sidem_cool_sensation絶対need	COOL SENSATION〜絶対Need！〜	蒼井享介	1
sidem_dear_my_light	Dear My Light,	S.E.M（硲道夫、舞田類、山下次郎）	1
sidem_dear_you_cheers	Dear you, Cheers!!	Café Parade（神谷幸広、東雲荘一郎、アスラン＝ベルゼビュートⅡ世、卯月巻緒、水嶋咲）	1
sidem_delight_excursion	Delight Excursion	DRAMATIC STARS（天道輝、桜庭薫、柏木翼）	1
sidem_dive_to_gravitation	DIVE to GRAVITATION	Jupiter（天ヶ瀬冬馬、御手洗翔太、伊集院北斗）	1
sidem_dream_journey	DREAM JOURNEY	DRAMATIC STARS、Jupiter、Beit、High×Joker、Café Parade、もふもふえん 、F	1
sidem_eclipse_of_the_heart	Eclipse of the Heart	Legenders（葛之葉雨彦、北村想楽、古論クリス）	1
sidem_eterniteen_age	Eterniteen Age!!!	S.E.M（硲道夫、舞田類、山下次郎）	1
sidem_evolution	√EVOLUTION	S.E.M（硲道夫、舞田類、山下次郎）	1
sidem_fired_up	FIRED UP！	神速一魂（紅井朱雀、黒野玄武）	1
sidem_fireworks_-wanna_be_a_star-	Fireworks -Wanna Be A Star-	山下次郎	1
sidem_from_genius	From Genius	牙崎漣	1
sidem_genesis_contact	Genesis Contact	冬美旬、天ヶ瀬冬馬、都築圭、東雲荘一郎、華村翔真	1
sidem_go_for_it	GO FOR IT!!	315 STARS（渡辺みのり、信玄誠司、硲道夫、山下次郎、葛之葉雨彦）	1
sidem_good_new_morning	GOOD NEW MORNING	DRAMATIC STARS（天道輝、桜庭薫、柏木翼）	1
sidem_growingroovin	Growin’Groovin’	Ｗ（蒼井悠介、蒼井享介）	1
sidem_hanamaru_life	HANAMARU LIFE	兜大吾	1
sidem_happy_starting	HAPPY STARTING	Café Parade（神谷幸広、東雲荘一郎、アスラン＝ベルゼビュートⅡ世、卯月巻緒、水嶋咲）	1
sidem_happyhappyミーティング	HAPPY×HAPPYミーティング	天ヶ瀬冬馬	1
sidem_happys_birthday	Happy's Birthday	S.E.M（硲道夫、舞田類、山下次郎）	1
sidem_heartmade_cookies	Heartmade Cookies	Café Parade（神谷幸広、東雲荘一郎、アスラン＝ベルゼビュートⅡ世、卯月巻緒、水嶋咲）	1
sidem_hot_inspiration世界のテッペンyeah	HOT INSPIRATION〜世界のテッペンYeah！〜	蒼井悠介	1
sidem_key_to_the_dream	KEY to the DREAM	ピエール	1
sidem_like_a_rolling_donuts	Like a Rolling Donuts!!	若里春名	1
sidem_magic_of_princess	Magic of Princess	Beit（鷹城恭二、ピエール、渡辺みのり）	1
sidem_meteoric_swarm	Meteoric Swarm	Legenders（葛之葉雨彦、北村想楽、古論クリス）	1
sidem_miraculous_white_day	Miraculous White Day	THE 虎牙道（大河タケル、牙崎漣、円城寺道流）	1
sidem_mixxxxxed	Mixxxxxed!!	High×Joker（秋山隼人、冬美旬、榊夏来、若里春名、伊瀬谷四季）	1
sidem_moon_shape明鏡止水	Moon Shape/明鏡止水	黒野玄武	1
sidem_nothing_to_lose	“NOTHING TO LOSE”	Legenders（葛之葉雨彦、北村想楽、古論クリス）	1
sidem_over_again	Over AGAIN	Jupiter（天ヶ瀬冬馬、御手洗翔太、伊集院北斗）	1
sidem_panoramas_fanfare	Panorama's Fanfare	Altessimo（都築圭、神楽麗）	1
sidem_play_for_fun-tasy	PLAY FOR FUN-TASY	Ｗ（蒼井享介、蒼井悠介）	1
sidem_pleasureforever	Pleasure Forever...	蒼井享介、蒼井悠介	1
sidem_poppin_planet	POPPIN' PLANET	High×Joker（伊瀬谷四季、秋山隼人、若里春名、冬美旬、榊夏来）	1
sidem_possession_mind	Possession Mind	鷹城恭二	1
sidem_precious_ordinary_days	Precious ordinary days	Altessimo（都築圭、神楽麗）	1
sidem_quod_erat_demonstrandum	Quod Erat Demonstrandum	硲道夫	1
sidem_radiance_of_heart	Radiance of Heart	葛之葉雨彦	1
sidem_reflection_breakers	Reflection BREAKERS	THE 虎牙道（大河タケル、牙崎漣、円城寺道流）	1
sidem_resolution	Resolution	大河タケル	1
sidem_resonate_blessing	Resonate Blessing	都築圭	1
sidem_saillightsail	Sail→Light→Sail	古論クリス	1
sidem_secret_ornament	Secret Ornament	Beit（鷹城恭二、ピエール、渡辺みのり）	1
sidem_secretplayfuldrive	Secret！Playful！Drive！	S.E.M＆Jupiter（硲道夫、舞田類、山下次郎、天ヶ瀬冬馬、御手洗翔太、伊集院北斗）	1
sidem_shinysunnystep	Shiny Sunny Step		1
sidem_shootingdelta	SHOOTING DELTA		1
