song_id	title	artist	setlist_count
765as_キミはメロディ_-ajurika_remix-	キミはメロディ -AJURIKA Remix-	765PRO ALLSTARS	0
765as_キミはメロディ_-jazz_rearrange_mix-	キミはメロディ -JAZZ Rearrange Mix-	四条貴音	0
765as_キラメキラリ_-bossa_nova_rearrange_mix-	キラメキラリ -BOSSA NOVA Rearrange Mix-	高槻やよい	0
765as_キラメキラリ_-おおくぼひろし_remix-	キラメキラリ -おおくぼひろし Remix-	765PRO ALLSTARS	0
765as_グッナイスターズ	グッナイ☆スターズ	あずさ、貴音、雪歩、美希	0
765as_スタトスタ_-ajurika_remix-	スタ→トスタ→ -AJURIKA Remix-	765PRO ALLSTARS	0
765as_チャンピオン	チャンピオン	星井美希	0
765as_ドキッラブアトラクション	ドキッ♥ラブアトラクション	双海亜美／真美	0
765as_ハニカミファーストバイト	ハニカミ！ファーストバイト	竜宮小町、三浦あずさ、双海亜美	0
765as_ハニカミファーストバイト_-esti_remix-	ハニカミ！ファーストバイト -ESTi Remix-	765PRO ALLSTARS	0
765as_ハローランチタイム	ハロー＊ランチタイム	律子、真、春香、千早	0
765as_ビジョナリー_-ajurika_remix-	ビジョナリー -AJURIKA Remix-	765PRO ALLSTARS	0
765as_ポジティブ_-trance_rearrange_mix-	ポジティブ！ -TRANCE Rearrange Mix-	双海亜美／真美	0
765as_ポジティブremster-a	ポジティブ！!(REM@STER-A)	三浦あずさ	0
765as_ポジティブremster-b	ポジティブ(REM@STER-B)	高槻やよい	0
765as_ポジティブスカイキッドmix	ポジティブ！(『スカイキッド』MIX)	三浦あずさ、秋月律子	0
765as_ポジティブマッピーファミソン8bit_mix	ポジティブ！(『マッピー』ファミソン8BIT MIX)	高槻やよい、双海亜美／真美	0
765as_ラムネ色_青春_-crossover_rearrange_mix-	ラムネ色 青春 -CROSSOVER Rearrange Mix-	天海春香、如月千早、秋月律子	0
765as_ラムネ色_青春_-mifumei_remix-	ラムネ色 青春 -mifumei Remix-	菊地真	0
765as_乙女よ大志を抱け_-neo_acoustic_rearrange_mix-	乙女よ大志を抱け！！ -NEO ACOUSTIC Rearrange Mix-	天海春香	0
765as_乙女よ大志を抱け_-takafumi_sato_remix-	乙女よ大志を抱け！！ -Takafumi Sato Remix-	765PRO ALLSTARS	0
765as_乙女心盗んで	乙女心盗んで！	水瀬伊織	0
765as_今_スタート	今 スタート！	如月千早、三浦あずさ、我那覇響	0
765as_何度も言えるよ_-takafumi_sato_remix-	何度も言えるよ -Takafumi Sato Remix-	765PRO ALLSTARS	0
765as_僕はあなたに恋する	僕はあなたに恋する	たかはし智秋、今井麻美	0
765as_全力ドリーミングガールズ	全力★ドリーミングガールズ	田中摩美々、萩原雪歩、高槻やよい、双海亜美、双海真美、星井美希、諸星きらり、城ヶ崎美嘉、伊吹翼、桜守歌織、小宮果穂、奥空	0
765as_初恋_三章_幸せの紅葉	初恋 〜三章 幸せの紅葉〜	秋月律子、高槻やよい	0
765as_初恋_二章_告白の花火	初恋 〜二章 告白の花火〜	水瀬伊織、三浦あずさ、双海亜美	0
765as_初恋_五章_永遠のクリスマス	初恋 〜五章 永遠のクリスマス〜	如月千早、萩原雪歩	0
765as_初恋_四章_運命のイヴ	初恋 〜四章 運命のイヴ〜	天海春香、菊地真、双海真美	0
765as_前向きで行こう	前向きで行こう♪	天海春香	0
765as_北極星をズラしちゃえ	北極星をズラしちゃえ！	双海亜美、双海真美	0
765as_咲きませ乙女塾	咲きませ！！乙女塾	天海春香、菊地真、双海真美	0
765as_声が聴こえる	声が聴こえる	今井麻美	0
765as_夏空のブローチ	夏空のブローチ	天海春香	0
765as_夢見る頃	夢見る頃	今井麻美、たかはし智秋	0
765as_天と海の島	天と海の島	我那覇響	0
765as_太陽と月	太陽と月	たかはし智秋、今井麻美	0
765as_太陽のジェラシーremster-a	太陽のジェラシー(REM@STER-A)	双海亜美	0
765as_太陽のジェラシーremster-b	太陽のジェラシー(REM@STER-B)	秋月律子	0
765as_太陽のジェラシーオーダインファミソン8bit_mix	太陽のジェラシー(『オーダイン』ファミソン8BIT MIX)	天海春香、星井美希	0
765as_強い女	強い女	天海春香	0
765as_思い出をありがとうremster-a	思い出をありがとう(REM@STER-A)	天海春香、高槻やよい、双海真美	0
765as_思い出をありがとうremster-b	思い出をありがとう(REM@STER-B)	三浦あずさ	0
765as_思い出をありがとうトイポップファミソン8bit_mix	思い出をありがとう(『トイポップ』ファミソン8BIT MIX)	如月千早、水瀬伊織	0
765as_恋するtwistshout	恋するTwist&Shout	高槻やよい、秋月律子	0
765as_旅の途中で	旅の途中で	四条貴音	0
765as_春の日差し	春の日差し	今井麻美、たかはし智秋	0
765as_禁恋歌	禁恋歌	三浦あずさ	0
765as_私たちはずっとでしょう_-ryo_watanabe_remix-	私たちはずっと…でしょう？ -Ryo Watanabe Remix-	765PRO ALLSTARS	0
