song_id	title	artist	setlist_count
765as_shiny_smile_-百引一_remix-	shiny smile -百引一 Remix-	765PRO ALLSTARS	0
765as_shiny_smileremster-a	shiny smile(REM@STER-A)	菊地真、三浦あずさ	0
765as_shiny_smileremster-b	shiny smile(REM@STER-B)	四条貴音、萩原雪歩	0
765as_smoky_fruits	SMOKY FRUITS	水瀬伊織、三浦あずさ、双海亜美	0
765as_smoky_thrill_-rio_hamamoto_remix-	SMOKY THRILL -Rio Hamamoto Remix-	双海亜美	0
765as_still_love	Still Love	今井麻美	0
765as_stylish_queen	STYLISH QUEEN★	たかはし智秋	0
765as_sunshine	sunshine	たかはし智秋	0
765as_super_girl_magic	SUPER GIRL MAGIC	Red Queen（ミナ、イェリ、ヘジュ、ナギョン）	0
765as_the_idolmster_-rio_hamamoto_remix-	THE IDOLM@STER -Rio Hamamoto Remix-	765PRO ALLSTARS	0
765as_the_idolmsterremster-a	THE IDOLM@STER(REM@STER-A)	星井美希	0
765as_the_idolmsterremster-b	THE IDOLM@STER(REM@STER-B)	水瀬伊織、菊地真、秋月律子	0
765as_the_idolmsterたろすけバスターnw_mix	THE IDOLM@STER(たろすけバスターNW　MIX)	天海春香、星井美希	0
765as_today_with_me	TODAY with ME	如月千早	0
765as_today_with_me_petit_specialver	TODAY with ME Petit Special.ver	ちひゃー、こあみ・こまみ、ちびき、ゆきぽ	0
765as_tower_of_adventure	Tower of Adventure	秋月律子	0
765as_urgentニューアレンジ	URGENT!!!(ニュー・アレンジ)	たかはし智秋、今井麻美	0
765as_virgin_load	Virgin Load	菊地真、星井美希、四条貴音	0
765as_wanna_be_your_star	Wanna be your Star	Real Girls Project（ハソ、ジェイン、イェウン）	0
765as_we_just_started_-kakeru_ishihama_remix-	We just started -Kakeru Ishihama Remix-	765PRO ALLSTARS	0
765as_→→→sp	→→→SP	天海春香、島村卯月、春日未来、天道輝、櫻木真乃、花海咲季	0
765as_あしたアイシテル	あしたアイシテル	たかはし智秋、今井麻美	0
765as_ありがとyesterdays	あ・り・が・と・YESTERDAYS	天海春香、菊地真、星井美希、秋月律子	0
765as_ありがとyesterdays_petit_specialver	あ・り・が・と・YESTERDAYS Petit Special.ver	はるかさん、まこちー、あふぅ、ちっちゃん	0
765as_うれしあやかし道中記	うれし・あやかし道中記	我那覇響	0
765as_おとなのはじまり_-lindaai-cue_remix-	おとなのはじまり -LindaAI-CUE Remix-	765PRO ALLSTARS	0
765as_おはよう朝ご飯remster-a	おはよう！！朝ご飯(REM@STER-A)	双海真美	0
765as_おはよう朝ご飯remster-b	おはよう！！朝ご飯(REM@STER-B)	菊地真	0
765as_おはよう朝ご飯ドルアーガの塔ファミソン8bit_mix	おはよう！！朝ご飯(『ドルアーガの塔』ファミソン8BIT MIX)	高槻やよい、双海亜美／真美	0
765as_おんぷ	♪（おんぷ）	音無小鳥	0
765as_きゅんっヴァンパイアガール_-keiichi_hirokawa_remix-	きゅんっ!ヴァンパイアガール -Keiichi Hirokawa Remix-	765PRO ALLSTARS	0
765as_たいせつなひと	たいせつなひと	菊地真	0
765as_どっきりハピバ	どっきり☆ハピバ	双海亜美／真美	0
765as_ねがいひとつ	ねがいひとつ	萩原雪歩	0
765as_またはじめよう	また、はじめよう。	たかはし智秋＆今井麻美	0
765as_まっすぐ_-neo_acoustic_rearrange_mix-	まっすぐ -NEO ACOUSTIC Rearrange Mix-	秋月律子	0
765as_まっすぐ_-ryo_watanabe_remix-	まっすぐ -Ryo Watanabe Remix-	765PRO ALLSTARS	0
765as_まっすぐremster-a	まっすぐ(REM@STER-A)	秋月律子	0
765as_まっすぐremster-b	まっすぐ(REM@STER-B)	音無小鳥	0
765as_まっすぐフェリオスファミソン8bit_mix	まっすぐ(『フェリオス』ファミソン8BIT MIX)	三浦あずさ、秋月律子	0
765as_らららわんだぁらんどとろぴかるremix	ら♪ら♪ら♪わんだぁらんど(とろぴかるremix)	天海春香＆はるかさん、如月千早＆ちひゃー、萩原雪歩＆ゆきぽ、高槻やよい＆やよ、秋月律子＆ちっちゃん、三浦あずさ＆みうらさ	0
765as_アイシテの呪縛je_vous_aime	アイシテの呪縛〜Je vous aime〜	Project LUMINOUS（如月千早、三浦あずさ、秋月律子、四条貴音、神崎蘭子、最上静香、白石紬、白瀬咲耶、杜野凛	0
765as_エピソードラブ	エピソードラブ	水瀬伊織	0
765as_エージェント夜を往くhoover_acid_mix	エージェント夜を往く(Hoover ＆ Acid MIX)	双海亜美／真美	0
765as_エージェント夜を往くremster-a	エージェント夜を往く(REM@STER-A)	萩原雪歩	0
765as_エージェント夜を往くremster-b	エージェント夜を往く(REM@STER-B)	如月千早	0
765as_エージェント夜を往くローリングサンダーファミソン8bit_mix	エージェント夜を往く(『ローリングサンダー』ファミソン8BIT MIX)	菊地真、萩原雪歩	0
765as_エール	エール	たかはし智秋＆今井麻美	0
765as_オハロナイとろぴかる_remix	オハロナイ○＊☆とろぴかる Remix	やよい、伊織、響、亜美、真美、律子、真、春香、千早、あずさ、貴音、雪歩、美希	0
765as_カンゲキハッピーエコロジー	カンゲキハッピーエコロジー	高槻やよい	0
